"ID-Nome;Sexo;Cidade/Estado;Nascimento;Data de adesão;Tipo;Ultima_compra;Forma_Pagamento;Valor_Gasto"
"860-Diego Araújo;Masculino;Costa Marques/RO;01/01/2001;15/08/2022;A;18/09/2022;CARTÃO DE CRÉDITO;4618"
"861-André Costa;Masculino;Pimenta Bueno/RO;09/02/1979;25/08/2022;C;16/09/2022;PIX;3180"
"862-Isabela Lopes;Feminino;Vilhena/RO;15/02/1984;07/08/2022;C;02/09/2022;PIX;5150"
"863-Mariana Castro;Feminino;Mirante da Serra/RO;30/05/1980;04/07/2022;C;29/08/2022;CARTÃO DE DÉBITO;2622"
"864-Pietro Rezende;Masculino;Colorado do Oeste/RO;12/09/1969;21/07/2022;C;18/08/2022;PARCELADO;1182"
"865-Cláudia Lima;Feminino;Ji-Paraná/RO;19/02/1995;23/07/2022;B;24/09/2022;PARCELADO;7480"
"866-Lucca Campos;Masculino;Corumbiara/RO;17/04/1994;24/08/2022;C;23/09/2022;PIX;2054"
"867-Pedro Pereira;Masculino;Itapuã do Oeste/RO;25/12/1955;17/08/2022;B;04/09/2022;PARCELADO;5150"
"868-Joaquim Pereira;Masculino;Ouro Preto do Oeste/RO;02/05/1976;10/07/2022;B;16/09/2022;PIX;6235"
"869-Maria Santos;Feminino;Nova Brasilândia D'Oeste/RO;24/05/1980;02/07/2022;B;04/09/2022;PIX;5150"
"870-Cláudia Nascimento;Feminino;Novo Horizonte do Oeste/RO;06/05/2002;11/08/2022;C;25/09/2022;PARCELADO;3180"
"871-Manuela Vieira;Feminino;Presidente Médici/RO;17/09/1982;19/08/2022;C;21/08/2022;CARTÃO DE CRÉDITO;5150"
"872-Sophia Moraes;Feminino;Candeias do Jamari/RO;18/02/1982;05/07/2022;C;29/07/2022;PARCELADO;1182"
"873-Isabela Santos;Feminino;Colorado do Oeste/RO;09/04/1980;29/07/2022;C;26/08/2022;PARCELADO;6235"
"874-Bruna Azevedo;Feminino;Parecis/RO;30/10/1998;16/08/2022;;13/09/2022;PARCELADO;4618"
"875-Felipe Mata;Masculino;Cerejeiras/RO;20/05/1968;17/08/2022;C;18/09/2022;BOLETO;8899"
"876-João Lucas Monteiro;Masculino;Governador Jorge Teixeira/RO;03/10/1956;27/07/2022;C;09/08/2022;PARCELADO;1048"
"877-Vitória Barbosa;Feminino;Ariquemes/RO;20/03/1977;02/08/2022;A;09/08/2022;CARTÃO DE DÉBITO;1048"
"878-Bianca Carvalho;Feminino;Ouro Preto do Oeste/RO;03/07/1988;14/07/2022;A;28/07/2022;PARCELADO;1556"
"879-João Guilherme Duarte;Masculino;Alto Alegre dos Parecis/RO;30/12/1956;19/08/2022;;20/08/2022;PIX;1556"
"880-Márcia Moreira;Feminino;Candeias do Jamari/RO;11/01/1981;12/08/2022;C;16/08/2022;CARTÃO DE DÉBITO;7480"
"881-Cristiane Martins;Feminino;Mirante da Serra/RO;05/09/1975;25/07/2022;B;06/09/2022;CARTÃO DE CRÉDITO;2054"
"882-Matheus Vieira;Masculino;Alvorada D'Oeste/RO;21/01/1999;30/08/2022;;24/09/2022;PARCELADO;1556"
"883-Henrique Mendes;Masculino;Cacaulândia/RO;30/04/1977;17/07/2022;C;19/08/2022;PIX;1048"
"884-Larissa Martins;Feminino;Machadinho D'Oeste/RO;19/07/1991;22/08/2022;C;29/09/2022;PARCELADO;3180"
"885-Helena Moraes;Feminino;Corumbiara/RO;06/11/1955;01/08/2022;C;15/09/2022;PIX;3803"
"886-Vanessa Alves;Feminino;Costa Marques/RO;11/12/1956;29/08/2022;B;29/08/2022;BOLETO;789"
"887-Cláudia Barbosa;Feminino;São Francisco do Guaporé/RO;10/03/1997;16/08/2022;C;30/08/2022;CARTÃO DE DÉBITO;1182"
"888-Valentina Pereira;Feminino;Espigão D'Oeste/RO;09/01/1990;03/08/2022;A;11/08/2022;PARCELADO;4618"
"889-João Felipe Alves;Masculino;Cacoal/RO;01/03/1962;30/07/2022;C;10/09/2022;PIX;2622"
"890-Bruno Correia;Masculino;Candeias do Jamari/RO;24/01/1987;23/07/2022;C;27/07/2022;PARCELADO;2622"
"891-Patrícia Correia;Feminino;Presidente Médici/RO;27/06/1992;09/08/2022;C;30/09/2022;CARTÃO DE DÉBITO;7480"
"892-Vítor Fonseca;Masculino;Ouro Preto do Oeste/RO;07/06/1988;12/07/2022;C;14/07/2022;PIX;789"
"893-Carolina Ferreira;Feminino;Cacoal/RO;28/05/1994;04/08/2022;B;28/09/2022;PARCELADO;1620"
"894-Vanessa Machado;Feminino;Novo Horizonte do Oeste/RO;17/08/1959;30/08/2022;B;13/09/2022;PARCELADO;1048"
"895-Rafael Azevedo;Masculino;Cujubim/RO;08/12/1958;17/07/2022;C;02/09/2022;BOLETO;3803"
"896-Ana Alves;Feminino;Novo Horizonte do Oeste/RO;02/10/1969;29/08/2022;C;01/09/2022;CARTÃO DE CRÉDITO;1620"
"897-Débora Araújo;Feminino;Nova União/RO;26/12/1991;12/07/2022;B;11/09/2022;PARCELADO;1182"
"898-André Moraes;Masculino;Nova União/RO;15/05/1997;09/07/2022;B;16/09/2022;CARTÃO DE CRÉDITO;1182"
"899-Renata Lima;Feminino;Governador Jorge Teixeira/RO;20/08/2003;05/08/2022;A;31/08/2022;CARTÃO DE DÉBITO;3180"
"900-Leonardo Monteiro;Masculino;Itapuã do Oeste/RO;05/10/1975;07/08/2022;A;10/09/2022;PIX;8899"
"901-Breno Ribeiro;Masculino;Seringueiras/RO;06/05/1997;12/08/2022;C;23/09/2022;PARCELADO;1182"
"902-Vítor Ramos;Masculino;Novo Horizonte do Oeste/RO;30/05/1987;28/08/2022;C;14/09/2022;PARCELADO;4618"
"903-Samuel Souza;Masculino;Alto Paraíso/RO;19/04/1962;14/07/2022;C;04/08/2022;PIX;789"
"904-Samuel Fonseca;Masculino;Jaru/RO;11/02/1965;08/08/2022;C;27/08/2022;CARTÃO DE CRÉDITO;7480"
"905-Theo Souza;Masculino;Machadinho D'Oeste/RO;11/12/1967;12/08/2022;C;19/09/2022;PARCELADO;3803"
"906-Cristiane Oliveira;Feminino;Campo Novo de Rondônia/RO;04/09/1978;28/07/2022;;17/09/2022;PARCELADO;1182"
"907-Carolina Alves;Feminino;Ministro Andreazza/RO;16/11/1965;31/07/2022;C;09/09/2022;PARCELADO;7480"
"908-Patrícia Vieira;Feminino;Cacaulândia/RO;14/10/2001;06/08/2022;C;15/09/2022;PIX;8899"
"909-João Felipe Barbosa;Masculino;Vale do Anari/RO;03/04/1998;31/07/2022;B;18/08/2022;CARTÃO DE CRÉDITO;4618"
"910-Leonardo Lima;Masculino;Ji-Paraná/RO;26/10/1987;30/08/2022;C;06/09/2022;CARTÃO DE CRÉDITO;2054"
"911-Alice Moraes;Feminino;Cacaulândia/RO;06/04/1998;24/07/2022;B;16/08/2022;PARCELADO;5150"
"912-Helena Lopes;Feminino;Colorado do Oeste/RO;18/02/1988;23/08/2022;C;23/09/2022;PIX;2622"
"913-João Felipe Ferreira;Masculino;Chupinguaia/RO;16/04/1984;28/08/2022;;15/09/2022;BOLETO;1556"
"914-Patrícia Ferreira;Feminino;Alto Paraíso/RO;19/05/1988;25/08/2022;C;04/09/2022;PIX;8899"
"915-Daniel Pereira;Masculino;Chupinguaia/RO;21/12/2002;03/08/2022;C;19/08/2022;PIX;3803"
"916-Lucas Silveira;Masculino;Costa Marques/RO;30/11/1961;29/08/2022;C;25/09/2022;PARCELADO;7480"
"917-João Guilherme Souza;Masculino;Chupinguaia/RO;30/12/1988;30/07/2022;C;29/08/2022;PIX;4618"
"918-Bruno Souza;Masculino;Cujubim/RO;07/12/1980;29/07/2022;B;28/09/2022;PARCELADO;2622"
"919-Maria Alves;Feminino;Campo Novo de Rondônia/RO;10/04/1989;12/08/2022;C;19/08/2022;PARCELADO;1048"
"920-Caio Santos;Masculino;Itapuã do Oeste/RO;26/10/1997;02/07/2022;;28/07/2022;PARCELADO;3803"
"921-Letícia Campos;Feminino;Vale do Paraíso/RO;26/08/1967;25/08/2022;C;26/08/2022;CARTÃO DE DÉBITO;1182"
"922-Raul Barbosa;Masculino;Alto Alegre dos Parecis/RO;09/08/1975;03/07/2022;C;02/08/2022;PARCELADO;1182"
"923-Larissa Castro;Feminino;Campo Novo de Rondônia/RO;04/09/1993;01/07/2022;C;10/07/2022;CARTÃO DE CRÉDITO;789"
"924-Raquel Freitas;Feminino;São Miguel do Guaporé/RO;24/09/1962;30/07/2022;;13/09/2022;PIX;8899"
"925-Valentina Fonseca;Feminino;Rio Crespo/RO;07/07/1956;04/08/2022;B;21/08/2022;CARTÃO DE DÉBITO;6235"
"926-Diego Martins;Masculino;Presidente Médici/RO;23/04/1987;22/08/2022;C;23/09/2022;PARCELADO;5150"
"927-Larissa Batista;Feminino;Ministro Andreazza/RO;11/04/1968;05/08/2022;;16/08/2022;PARCELADO;1182"
"928-Cauã Teixeira;Masculino;Itapuã do Oeste/RO;11/09/1981;23/08/2022;B;07/09/2022;PIX;1048"
"929-Rafael Machado;Masculino;Alto Paraíso/RO;02/06/1962;03/08/2022;B;18/09/2022;CARTÃO DE CRÉDITO;789"
"930-Fernanda Rezende;Feminino;Ministro Andreazza/RO;19/05/1988;13/07/2022;C;02/09/2022;CARTÃO DE DÉBITO;1556"
"931-Larissa Fonseca;Feminino;Candeias do Jamari/RO;29/09/1969;10/08/2022;C;24/09/2022;PARCELADO;2054"
"932-Lucas Lopes;Masculino;Vale do Paraíso/RO;23/04/1982;13/07/2022;C;18/08/2022;CARTÃO DE DÉBITO;1620"
"933-Diego Coelho;Masculino;Cabixi/RO;05/12/1991;16/07/2022;;03/09/2022;PARCELADO;2054"
"934-Cristiane Carvalho;Feminino;Chupinguaia/RO;25/04/1980;24/07/2022;C;18/08/2022;PARCELADO;6235"
"935-Débora Martins;Feminino;Cujubim/RO;12/11/1978;10/07/2022;A;13/08/2022;CARTÃO DE DÉBITO;1182"
"936-Vinícius Ribeiro;Masculino;São Felipe D'Oeste/RO;26/04/1961;10/08/2022;C;21/08/2022;PARCELADO;6235"
"937-Gustavo Souza;Masculino;São Francisco do Guaporé/RO;06/03/1959;22/07/2022;;24/08/2022;PARCELADO;1492"
"938-João Guilherme Rezende;Masculino;Rolim de Moura/RO;09/04/2002;22/07/2022;C;23/08/2022;PIX;1182"
"939-Fernanda Freitas;Feminino;Governador Jorge Teixeira/RO;03/07/1969;14/08/2022;;25/08/2022;PIX;7480"
"940-Henrique Lima;Masculino;Ji-Paraná/RO;18/06/1988;02/07/2022;C;29/07/2022;PARCELADO;2622"
"941-Leonardo Carvalho;Masculino;Costa Marques/RO;27/11/1992;29/08/2022;C;09/09/2022;PARCELADO;6235"
"942-Vitória Araújo;Feminino;Theobroma/RO;01/10/1996;25/07/2022;A;21/09/2022;PARCELADO;1556"
"943-Marcelo Teixeira;Masculino;Buritis/RO;06/10/1976;17/07/2022;A;06/08/2022;PARCELADO;3803"
"944-Lucca Araújo;Masculino;Cacaulândia/RO;28/12/1962;13/07/2022;B;06/09/2022;PARCELADO;789"
"945-Luana Coelho;Feminino;Cacoal/RO;21/11/1976;18/08/2022;A;30/09/2022;PARCELADO;1620"
"946-João Lucas Costa;Masculino;São Francisco do Guaporé/RO;08/01/1996;08/07/2022;A;11/07/2022;PARCELADO;3180"
"947-Bryan Nascimento;Masculino;Machadinho D'Oeste/RO;10/05/1990;11/08/2022;A;25/09/2022;PARCELADO;2054"
"948-Gustavo Lima;Masculino;Santa Luzia D'Oeste/RO;23/03/1958;12/07/2022;C;09/08/2022;PARCELADO;2054"
"949-Isabela Cardoso;Feminino;Nova Mamoré/RO;26/02/1987;07/08/2022;C;22/09/2022;CARTÃO DE DÉBITO;8899"
"950-Breno Gomes;Masculino;Pimenteiras do Oeste/RO;12/12/2000;26/07/2022;;14/09/2022;CARTÃO DE DÉBITO;7480"
"951-João Felipe Carvalho;Masculino;Cerejeiras/RO;28/03/2001;12/07/2022;C;23/08/2022;PARCELADO;2622"
"952-Breno Souza;Masculino;Chupinguaia/RO;16/07/1989;16/07/2022;A;13/09/2022;PARCELADO;7480"
"953-João Guilherme Nogueira;Masculino;Vale do Paraíso/RO;10/10/1989;30/07/2022;B;25/08/2022;CARTÃO DE CRÉDITO;2054"
"954-Márcia Ferreira;Feminino;Machadinho D'Oeste/RO;15/08/1983;10/07/2022;C;20/09/2022;PIX;1556"
"955-Beatriz Freitas;Feminino;Cabixi/RO;11/02/1974;14/08/2022;C;05/09/2022;CARTÃO DE DÉBITO;6235"
"956-João Felipe Costa;Masculino;Vale do Anari/RO;03/07/1985;02/08/2022;C;05/09/2022;PARCELADO;1620"
"957-Cauã Nogueira;Masculino;Vale do Anari/RO;22/02/1977;24/07/2022;C;05/09/2022;CARTÃO DE CRÉDITO;789"
"958-Raquel Vieira;Feminino;Rolim de Moura/RO;02/07/2003;06/08/2022;C;06/08/2022;CARTÃO DE DÉBITO;1556"
"959-Pedro Lopes;Masculino;Espigão D'Oeste/RO;18/04/1987;09/08/2022;C;29/09/2022;BOLETO;1492"
"960-Cristiane Pires;Feminino;Monte Negro/RO;10/09/1988;20/07/2022;A;23/08/2022;PARCELADO;4618"
"961-Gustavo Cardoso;Masculino;Mirante da Serra/RO;15/02/1995;21/07/2022;C;23/08/2022;PARCELADO;3180"
"962-Caio Alves;Masculino;Guajará-Mirim/RO;30/11/1987;26/08/2022;B;17/09/2022;PARCELADO;1492"
"963-Leonardo Nogueira;Masculino;Urupá/RO;24/01/1981;06/08/2022;B;11/09/2022;PIX;1492"
"964-Valentina Duarte;Feminino;Primavera de Rondônia/RO;24/06/1984;22/07/2022;B;20/08/2022;PIX;1492"
"965-Isabela Castro;Feminino;Guajará-Mirim/RO;18/08/1994;14/08/2022;B;28/09/2022;PARCELADO;8899"
"966-Bryan Mata;Masculino;Chupinguaia/RO;16/10/1984;16/08/2022;C;10/09/2022;PARCELADO;1048"
"967-Bruno Souza;Masculino;Novo Horizonte do Oeste/RO;04/01/1971;02/07/2022;C;16/08/2022;CARTÃO DE CRÉDITO;8899"
"968-Henrique Ramos;Masculino;Teixeirópolis/RO;19/09/1975;23/07/2022;C;26/09/2022;PIX;6235"
"969-Ana Lima;Feminino;Jaru/RO;30/06/1973;25/07/2022;C;26/09/2022;CARTÃO DE DÉBITO;2622"
"970-Camila Martins;Feminino;Colorado do Oeste/RO;07/12/1960;07/08/2022;C;22/09/2022;PIX;789"
"971-Dr. Samuel Lima;Masculino;Presidente Médici/RO;24/03/1998;20/07/2022;C;25/07/2022;PARCELADO;2054"
"972-Maria Vieira;Feminino;Cacaulândia/RO;03/09/1975;12/08/2022;C;23/09/2022;PIX;8899"
"973-Diego Coelho;Masculino;Vilhena/RO;24/06/1981;12/07/2022;C;24/09/2022;CARTÃO DE DÉBITO;1492"
"974-Mariana Cunha;Feminino;Campo Novo de Rondônia/RO;04/06/1989;25/07/2022;C;01/09/2022;PARCELADO;1048"
"975-Eduardo Araújo;Masculino;Alvorada D'Oeste/RO;21/03/1955;18/08/2022;B;27/09/2022;PARCELADO;4618"
"976-Leonardo Santos;Masculino;São Felipe D'Oeste/RO;29/06/1959;24/07/2022;C;03/09/2022;PARCELADO;7480"
"977-Luana Lima;Feminino;Alvorada D'Oeste/RO;08/12/2001;23/08/2022;C;15/09/2022;PARCELADO;1492"
"978-Daniela Batista;Feminino;Cacoal/RO;12/07/1998;09/07/2022;C;24/09/2022;CARTÃO DE CRÉDITO;3180"
"979-Letícia Souza;Feminino;Mirante da Serra/RO;24/11/1991;07/08/2022;C;17/09/2022;CARTÃO DE DÉBITO;1182"
"980-Gabriela Teixeira;Feminino;Candeias do Jamari/RO;14/09/1982;03/08/2022;;14/08/2022;PARCELADO;1492"
"981-Daniel Cunha;Masculino;Primavera de Rondônia/RO;08/04/1967;13/08/2022;B;29/08/2022;PIX;2054"
"982-Fernanda Machado;Feminino;Cacoal/RO;11/07/1983;23/07/2022;B;15/08/2022;PARCELADO;2622"
"983-João Felipe Mendes;Masculino;Cacoal/RO;30/07/1958;31/08/2022;C;31/08/2022;PARCELADO;1182"
